id,username,class,level,hp,inventory
758,rvasyukhichevl1,Ranger,28,222,[]
759,hwillisl2,Pirate,19,134,"[{'id': 1, 'item_name': 'Mop', 'price': 98228, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 210403, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 8228, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Rain of Revival', 'price': 180577, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Energy Typhoon', 'price': 90793, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
760,bbrimnerl3,Viking,25,116,"[{'id': 1, 'item_name': 'Sun Stone', 'price': 17876, 'rarity': 5, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 56729, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Elixir', 'price': 179257, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 121, 'hp_regen': 0}, {'id': 4, 'item_name': '', 'price': 114717, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Demonic Blitz', 'price': 119736, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 200, 'hp_regen': 0}]"
761,ocraterel4,Warlord,79,229,"[{'id': 1, 'item_name': 'Mop', 'price': 232766, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 112}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 228232, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Sun Stone', 'price': 176937, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 252}]"
762,aatwilll5,Theif,21,158,"[{'id': 1, 'item_name': 'Lapis', 'price': 15934, 'rarity': 2, 'type': 'Spell', 'atk': 142, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 195962, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Carnage of Pride', 'price': 135564, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 124, 'hp_regen': 0}, {'id': 4, 'item_name': 'Tin Arm', 'price': 238642, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Extortion of Vulnerabilities', 'price': 196986, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
763,adaggl6,Druid,38,143,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 10755, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 192}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 51624, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Barrier Sphere', 'price': 11419, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
764,ethorntondewhirstl7,Spellcaster,38,51,"[{'id': 1, 'item_name': 'Lapis', 'price': 147381, 'rarity': 4, 'type': 'Bow', 'atk': 251, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 174577, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
765,ggaganl8,Blade Dancer,63,119,"[{'id': 1, 'item_name': 'Slasher', 'price': 73234, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 68}]"
766,dmauvinl9,Bard,41,168,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 108452, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 68, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 189534, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 55, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 63838, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Elixir', 'price': 190433, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Slasher', 'price': 252876, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 110}]"
767,fclissellla,Warlord,77,71,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 90541, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 110, 'hp_regen': 0}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 241521, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
768,hdeasonlb,Theif,77,129,[]
769,asancroftlc,Spellcaster,79,178,"[{'id': 1, 'item_name': 'Wooden Sword', 'price': 58236, 'rarity': 4, 'type': 'Sword', 'atk': 233, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Barrier Sphere', 'price': 97558, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 211218, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': '', 'price': 255013, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
770,mbrittinld,Druid,55,134,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 98160, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 238960, 'rarity': 5, 'type': 'Bow', 'atk': 10, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 148998, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mop', 'price': 29821, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Barrier Sphere', 'price': 26307, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 67, 'hp_regen': 0}]"
771,qhigginbottamle,Blade Dancer,51,225,"[{'id': 1, 'item_name': 'Mid-Potion', 'price': 95462, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
772,dfrazierlf,Necromancer,20,115,[]
773,djohanninglg,Bard,48,139,[]
774,cobeelh,Paladin,48,75,[]
775,wkubackili,Blade Dancer,51,40,"[{'id': 1, 'item_name': 'Vajra Sword', 'price': 101020, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 154676, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 183, 'hp_regen': 0}, {'id': 3, 'item_name': 'Energy Typhoon', 'price': 144253, 'rarity': 4, 'type': 'Spell', 'atk': 249, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Carnage of Pride', 'price': 202545, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Lapis', 'price': 73854, 'rarity': 5, 'type': 'Spell', 'atk': 219, 'def': 0, 'hp_regen': 0}]"
776,rstainslj,Necromancer,26,118,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 12436, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 173907, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hymn of Water', 'price': 197196, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Carnage of Pride', 'price': 211829, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
777,nveneslk,Spellcaster,61,58,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 63577, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
778,kbilliell,Wizard,40,23,"[{'id': 1, 'item_name': 'Seed', 'price': 87196, 'rarity': 1, 'type': 'Spell', 'atk': 194, 'def': 0, 'hp_regen': 0}]"
779,nlaugalm,Wizard,43,234,"[{'id': 1, 'item_name': 'Extinguish', 'price': 137025, 'rarity': 5, 'type': 'Spell', 'atk': 118, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mop', 'price': 49000, 'rarity': 4, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 229}, {'id': 3, 'item_name': 'Stone Arm', 'price': 51246, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 159}]"
780,ldoyleyln,Blade Dancer,14,175,"[{'id': 1, 'item_name': 'Sun Stone', 'price': 31676, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 140710, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
781,banettslo,Ranger,79,218,[]
782,dmilwardlp,Necromancer,58,40,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 215354, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dinoblade', 'price': 60830, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 135, 'hp_regen': 0}]"
783,cissardlq,Ninja,25,35,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 184908, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 174}, {'id': 2, 'item_name': 'Mop', 'price': 163982, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mage Barrage', 'price': 543, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hymn of Water', 'price': 81683, 'rarity': 5, 'type': 'Bow', 'atk': 77, 'def': 0, 'hp_regen': 0}]"
784,egraynelr,Viking,57,107,"[{'id': 1, 'item_name': 'Hymn of Water', 'price': 53169, 'rarity': 2, 'type': 'Sword', 'atk': 141, 'def': 0, 'hp_regen': 0}]"
785,hbenoistls,Blade Dancer,59,119,"[{'id': 1, 'item_name': 'Potion', 'price': 209257, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Seed', 'price': 174094, 'rarity': 4, 'type': 'Sword', 'atk': 24, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Paralyzing of Rituals', 'price': 86436, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 243, 'hp_regen': 0}, {'id': 4, 'item_name': 'Paralyzing of Rituals', 'price': 211484, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 99}]"
786,srenlt,Pirate,78,110,[]
787,jmantriplu,Wizard,9,165,[]
788,cwattlv,Wizard,66,208,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 117158, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 218, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 1679, 'rarity': 5, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hymn of Water', 'price': 79727, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
789,jjouhandeaulw,Warlord,28,189,"[{'id': 1, 'item_name': 'Vajra Sword', 'price': 2243, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 19}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 245385, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Demonic Blitz', 'price': 214580, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 251}, {'id': 4, 'item_name': 'Rain of Revival', 'price': 232607, 'rarity': 4, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Paralyzing of Rituals', 'price': 20456, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
790,mmcelmurraylx,Warlord,33,132,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 46997, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 65}]"
791,eduttly,Hero,76,241,"[{'id': 1, 'item_name': 'Inferno', 'price': 114089, 'rarity': 4, 'type': 'Bow', 'atk': 235, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 122683, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 109818, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
792,mmalmarlz,Warrior,37,244,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 12646, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 55}, {'id': 2, 'item_name': 'Seed', 'price': 45619, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mage Barrage', 'price': 167817, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Barrier Sphere', 'price': 68352, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
793,mpinnerm0,Spellcaster,73,237,"[{'id': 1, 'item_name': '', 'price': 55071, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 229829, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Silver Sword', 'price': 93091, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mage Barrage', 'price': 238588, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 231}, {'id': 5, 'item_name': 'Mop', 'price': 250116, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
794,dbrandhardym1,Necromancer,73,227,"[{'id': 1, 'item_name': 'Seed', 'price': 167590, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Barrier Sphere', 'price': 43280, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 210, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 56389, 'rarity': 2, 'type': 'Bow', 'atk': 229, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Dreamseeker', 'price': 160628, 'rarity': 4, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 90}, {'id': 5, 'item_name': '', 'price': 255875, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
795,ireicherzm2,Ninja,31,156,"[{'id': 1, 'item_name': 'Extinguish', 'price': 179002, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 230302, 'rarity': 2, 'type': 'Spell', 'atk': 68, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mage Barrage', 'price': 19473, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
796,barthym3,Necromancer,59,148,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 93922, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 220940, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
797,dmenauteaum4,Hero,60,73,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 2153, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 233134, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
798,jspinozzim5,Druid,4,93,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 122137, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 248, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 252881, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Stone Arm', 'price': 12268, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
799,cdarreem6,Necromancer,71,26,"[{'id': 1, 'item_name': 'Prismastone', 'price': 13315, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 11271, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 249}]"
800,gcottum7,Ranger,53,20,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 134310, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 206467, 'rarity': 3, 'type': 'Bow', 'atk': 132, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Silver Sword', 'price': 39368, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 156, 'hp_regen': 0}, {'id': 4, 'item_name': 'Wooden Sword', 'price': 35506, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
801,wleeuwerinkm8,Warrior,25,188,[]
802,jsighartm9,Necromancer,30,131,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 252246, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 40, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 162222, 'rarity': 3, 'type': 'Sword', 'atk': 23, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 158845, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
803,ntownbyma,Blade Dancer,24,219,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 243755, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 103596, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 139}, {'id': 3, 'item_name': 'Mop', 'price': 183649, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 192}, {'id': 4, 'item_name': 'Elixir', 'price': 77192, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Energy Typhoon', 'price': 136944, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
804,ijobkemb,Wizard,28,127,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 81541, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Paralyzing of Rituals', 'price': 252260, 'rarity': 5, 'type': 'Bow', 'atk': 32, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 45100, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 163, 'hp_regen': 0}, {'id': 4, 'item_name': 'Demonic Blitz', 'price': 243529, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Tin Arm', 'price': 124418, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 80, 'hp_regen': 0}]"
805,pabrahammc,Ranger,28,49,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 81974, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 31382, 'rarity': 2, 'type': 'Bow', 'atk': 174, 'def': 0, 'hp_regen': 0}]"
806,cfoucardmd,Druid,38,221,"[{'id': 1, 'item_name': 'Mid-Potion', 'price': 189700, 'rarity': 4, 'type': 'Spell', 'atk': 118, 'def': 0, 'hp_regen': 0}]"
807,rwickesme,Ranger,69,136,"[{'id': 1, 'item_name': 'Wooden Sword', 'price': 8262, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 42845, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 201, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 135659, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
808,hfishbournemf,Bard,46,203,"[{'id': 1, 'item_name': 'Wooden Sword', 'price': 250320, 'rarity': 1, 'type': 'Bow', 'atk': 90, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 193544, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
809,lwodhammg,Blade Dancer,2,211,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 145546, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 169, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 27985, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 76}, {'id': 3, 'item_name': 'Demonic Blitz', 'price': 13928, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 49}, {'id': 4, 'item_name': 'Silver Sword', 'price': 200343, 'rarity': 4, 'type': 'Sword', 'atk': 235, 'def': 0, 'hp_regen': 0}]"
810,ahogbinmh,Blade Dancer,64,132,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 218573, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
811,srametmi,Paladin,59,244,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 235256, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 41763, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Slasher', 'price': 46040, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mop', 'price': 201364, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 185, 'hp_regen': 0}]"
812,cbeaversmj,Blade Dancer,47,157,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 100566, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 110168, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Extortion of Vulnerabilities', 'price': 64378, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 207}]"
813,idomerqmk,Ninja,32,61,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 76486, 'rarity': 1, 'type': 'Bow', 'atk': 240, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 64093, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 127, 'hp_regen': 0}, {'id': 3, 'item_name': 'Stone Arm', 'price': 176622, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
814,lcrooseml,Ninja,22,155,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 166906, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 127550, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Carnage of Pride', 'price': 85165, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 136}]"
815,cgonnelmm,Priest,60,64,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 157465, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 181439, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 148626, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 188}, {'id': 4, 'item_name': 'Mid-Potion', 'price': 107823, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
816,beglaisemn,Wizard,14,256,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 226429, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 104621, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 193}]"
817,mborgesiomo,Viking,58,42,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 101798, 'rarity': 1, 'type': 'Spell', 'atk': 221, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Prismastone', 'price': 85236, 'rarity': 5, 'type': 'Spell', 'atk': 181, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Carnage of Pride', 'price': 59561, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 151, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 173953, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 211}, {'id': 5, 'item_name': 'Slasher', 'price': 93543, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
818,breicharzmp,Theif,26,149,[]
819,cfautlymq,Theif,1,211,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 247297, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 48, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 186554, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hi-Potion', 'price': 187367, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
